CODIGO;PRODUTO;PALLET;LASTRO;CAIXAS;UNIDADES
10278;BRAHMA CHOPP GARRAFA VIDRO 630ML CX12 ETIQ. ANT;;;;
10280;BRAHMA CHOPP LATA 350ML SH C/12 NPAL CAMAROTE;;;;
10282;SKOL LATA 350ML SH C/12 NPAL FOLIA;;;;
10284;SKOL LT 473ML SH C/12 NPAL FOLIA;;;;
10286;SKOL LATA 350ML SH C/12 NPAL BALADA;;;;
10290;RED ROCK UVA PET 500ML CAIXA C/12;;;;
10292;RED ROCK MERENGUE PET 500ML CAIXA C/12;;;;
10293;ROLHA MET SKOL 600ML 360 NR/CE CX10,7MIL;;;;
10295;AGUA MINERAL LUSTRAL S/GAS COPO 300ML CAIXA C/24;;;;
10298;GUARANA ANTARCTICA ACAI PET 2L CAIXA C/6;;;;
10301;AGUA MIN GOYA S/GAS PET 300 ML CAIXA C/ 48;;;;
10303;BRAHMA CHOPP LATA 350ML SH C/12 NPAL EXPO LONDRINA;;;;
10305;AGUA MIN NATURAGUA S/GAS GARRAFAO PVC 5 LITROS;;;;
10306;SKOL 360 600ML;;;;
10307;SKOL 360 GFA VD 1L;;;;
10309;SKOL 360 LATA 350ML SH C/12 NPAL;;;;
10311;SKOL 360 LT 473ML SH C/12 NPAL;;;;
10313;GUARANA ANTARCTICA ACAI LATA 350ML SH C/12 NPAL;;;;
10315;GUARANA ANTARCTICA ACAI PET 500ML CX12NPAL;;;;
10316;GUARANA ANTARCTICA ACAI PET 2L SHRINK C/8;;;;
10318;GUARANA CHP ANTARCTICA LATA 350ML SH C/12 NPAL 10 DESC;;;;
10320;PEPSI COLA LATA 350ML SH C/12 NPAL 10 DESC;;;;
10323;ZILLERTAL ONE WAY 970ML CX12;;;;
10325;PATRICIA PORTER ONE WAY 960ML CX PAPELAO C/12;;;;
10327;PILSEN STOUT ONE WAY 960ML CX PAPELAO C/12;;;;
10329;PATRICIA ONE WAY 300ML CX C/12;;;;
10331;ZILLERTAL ONE WAY 300ML CX C/12;;;;
10335;GUARANA CHP ANTARCTICA PET 2,25L CAIXA C/6;;;;
10336;ROLHA MET SKOL360 INTEIRA CE/NR CX10,7MIL;;;;
10338;H2OH LIMAO C/GAS PET 1L CAIXA C/6;;;;
10341;ROLHA MET SKOL360 LITRAO CE/NR CX10,7MIL;;;;
10346;FRUTZZZ SABORES PET 1L SH C/06;;;;
10347;FRUTZZZ SABORES PET 360ML SH/12;;;;
10355;SKOL LATA 350ML SH C/12 NPAL FACUL RJ;;;;
10357;SKOL LATA 350ML SH C/12 NPAL COUNTRY FESTIVAL;;;;
10359;ANTARCTICA PILSEN LATA 350ML SH C/12 NPAL BRASILIA 50 ANOS;;;;
10361;SKOL LATA 350ML SH C/12 NPAL AXE;;;;
10363;SKOL LATA 350ML SH C/12 NPAL GEVE FOLIA;;;;
10365;SKOL LATA 350ML SH C/12 NPAL FACUL SPC;;;;
10366;CONC.NAT. FE1430 ACAI KIT;;;;
10368;PEPSI COLA LATA 355ML SH C/6 PROMO;;;;
10370;SEVEN UP LATA 355ML SH C/6 PROMO;;;;
10371;AGUA OZONIZADA SAN CARLOS S/GAS PET 630ML SIX-PACK;;;;
10378;SKOL LNECK 250CLIPCX/24;;;;
10382;ANTARCTICA SUBZERO LNECK 250CLIPCX/24;;;;
10384;BR INTL LATA 355ML SHRINK C/12;;;;
10385;BRAHMA INTL LIGHT LATA 355ML SHRINK C/12;;;;
10386;AGUA MIN S.FONTANA ORO S/GAS PET 350 ML;;;;
10387;AGUA MIN S.FONTANA ORO S/GAS PET 350 ML CAIXA C/ 12;;;;
10389;BARE GUARANA LATA 350ML CAIXA C/12 NPAL;;;;
10390;AGUA MIN S.FONTANA ORO S/GAS PET 510 ML SPORT;;;;
10391;AGUA MIN S.FONTANA ORO S/GAS PET 510ML SPORT CX6;;;;
10393;ZILLERTAL ONE WAY 330ML CX C/12;;;;
10396;ANTARCTICA PILSEN LATA 350ML SH C/12 NPAL PINTURA DE RUA;;;;
10397;GATORADE LIMA LIMAO PET 500ML SPORT CX6 NPAL;;;;
10399;GATORADE TORONJA PE 473ML;;;;
10401;GATORADE TORONJA 473ML CX12;;;;
10402;CEBADA MP 6037 GRANEL 2009 NACIONAL;;;;
10404;SKOL LATA 350ML SH C/12 NPAL CARNAFACUL SP;;;;
10406;GATORADE MANGA PET 500ML SIXPACK SLEEVE COPA;;;;
10408;GATORADE MACA VERDE PET 500ML SIXPACK SLEEVE COPA;;;;
10410;GATORADE MANGA PET 500ML SIXPACK TRANSFERENCIA INTERNA;;;;
10412;GATORADE MACA VERDE PET 500ML SIXPACK TRANSFERENCIA INTERNA;;;;
10413;CEBADA CLE202 GRANEL 2009 NACIONAL;;;;
10414;CEBADA CLE233 GRANEL 2009 NACIONAL;;;;
10415;CEBADA DAYMAN GRANEL 2009 NACIONAL;;;;
10416;CEBADA CARUMBE GRANEL 2009 NACIONAL;;;;
10417;CEBADA MUSA 936 GRANEL 2009 NACIONAL;;;;
10418;CEBADA CLE202 SACO 50KG 2009 NACIONAL;;;;
10419;CEBADA CLE233 SACO 50KG 2009 NACIONAL;;;;
10420;CEBADA DAYMAN SACO 50KG 2009 NACIONAL;;;;
10421;CEBADA CARUMBE SACO 50KG 2009 NACIONAL;;;;
10422;CEBADA MUSA 936 SACO 50KG 2009 NACIONAL;;;;
10423;CEBADA AMBEV 31 GRANEL 2009 NACIONAL;;;;
10424;CEBADA AMBEV 31 SACO 50KG 2009 NACIONAL;;;;
10425;CEVADA BRS BRAU SACO 50KG 2009 NACIONAL FUNG;;;;
10426;CEVADA BRS BRAU SACO 50KG 2009 NAC FUNG C/INSET;;;;
10427;CEVADA BRS BRAU SACO 50KG 2009 NACIONAL S/TRAT;;;;
10429;AGUA MINERAL INGA S/GAS PET 1,5L CAIXA C/6;;;;
10430;AGUA MINERAL INGA S/GAS 505ML POLIP;;;;
10431;AGUA MINERAL INGA S/GAS 505ML POLIP CX12;;;;
10432;AGUA MINERAL INGA S/GAS GARRAFAO PVC 20 LITROS;;;;
10435;POLAR EXPORT LATA 350ML SH C/12 NPAL COPA;;;;
10436;AGUA M MARIZA C/GAS PET 300 ML;;;;
10437;AGUA M MARIZA C/GAS PET 300 ML CAIXA C/ 12;;;;
10438;AGUA M MARIZA S/GAS PET 300 ML;;;;
10439;AGUA M MARIZA S/GAS PET 300 ML CAIXA C/ 12;;;;
10442;ROLHA MET BRAHMA FRESH BELEM CX10,7MIL;;;;
10443;ROLHA MET SKOL 600ML BELEM CX10,7MIL;;;;
10445;BRAHMA CHOPP GARRAFA VIDRO 630ML CX12 NO PR 7 NIVELES;;;;
10447;BRAHMA CHOPP GARRAFA VIDRO 630ML CX12 IMP NO PR 7 NIVELES;;;;
10449;PEPSI COLA GARRAFA VIDRO 1L CAIXA C/12 REGION 25 PESOS;;;;
10450;BRAHMA CHOPP LATA 350ML SH C/12 NPAL RODEIO DE AMERICANA;;;;
10452;ANTARCTICA PILSEN ONE WAY 300ML CX C/24;;;;
10453;CEBADA MP 6037 SACO 40KG 2009 NACIONAL;;;;
10454;AGUA MIN FIRE S/G COPO 250ML;;;;
10455;AGUA MIN FIRE S/G COPO 250ML CX12;;;;
10456;AGUA MIN STA MARIA S/GAS PET 500ML;;;;
10457;AGUA MIN STA MARIA S/GAS PET 500ML CAIXA C/12;;;;
10458;AGUA MIN STA MARIA C/GAS PET 500ML;;;;
10459;AGUA MIN STA MARIA C/GAS PET 500ML CAIXA C/12;;;;
10460;AGUA MIN STA MARIA S/GAS PET 500 ML SPORT;;;;
10461;AGUA MIN STA MARIA S/GAS PET 500ML SPORT CX12;;;;
10462;AGUA MIN STA MARIA S/GAS PET 330 ML;;;;
10463;AGUA MIN STA MARIA S/GAS PET 330 ML CAIXA C/ 12;;;;
10464;AGUA MIN STA MARIA C/GAS PET 330 ML;;;;
10465;AGUA MIN STA MARIA C/GAS PET 330 ML CAIXA C/ 12;;;;
10469;BRAHMA CHOPP LONG NECK 355ML SIX-PACK PROMO;;;;
10470;ANTARCTICA SUBZERO LONG NECK 355ML SIX-PACK SHRINK C/4;;;;
10491;CONC.NAT.S.GUA ACAI FE1430 PARTE H KIT;;;;
10493;BRAHMA CHOPP LT 473ML SH C/12 NPAL EXP. PE EC RD;;;;
10494;CARDENAL LATA 250ML CX C/12;;;;
10497;CHOPP BOHEMIA ESCURO GRANEL;;;;
10500;SUKITA ZERO LARANJA PET 2L CAIXA C/6;;;;
10502;SUKITA ZERO LARANJA LATA 350ML SH C/12 NPAL;;;;
10505;AGUA MINERAL AQUAVIT S/GAS PET 1,5 SHRINK C/6;;;;
10507;AGUA MINERAL AQUAVIT C/GAS PET 500ML CAIXA C/12;;;;
10509;AGUA MINERAL AQUAVIT S/GAS PET 500ML CAIXA C/12;;;;
10511;KIT BOHEMIA LN MULTIPACK CX C/03 TACA;;;;
10513;BRAHMA CHOPP GARRAFA VIDRO 630ML CX12 SEM ENVASE;;;;
10515;GATORADE ABACAXI PET 500ML SIXPACK;;;;
10516;GUARANA CHP ANTARCTICA PET 2L 4 PACK;;;;
10517;PEPSI COLA PET 2L 4 PACK;;;;
10518;BOTELLA VIDRIO 630ML AMBAR RETORNAVEL;;;;
10525;AGUA MIN VERAGUA S/GAS PET 500ML;;;;
10526;AGUA MIN VERAGUA S/GAS PET 500ML CAIXA C/12;;;;
10529;ANTARCTICA PILSEN LATA 350ML SH C/12 NPAL FORRO DA BOA;;;;
10530;ANTARCTICA SUBZERO GFA VD 1L;;;;
10532;ANTARCTICA SUBZERO ONE WAY 1L CXPAPC/12;;;;
10533;AGUA MIN NATUR BONAFONT S/GAS PET 500ML;;;;
10534;AGUA MIN NATUR BONAFONT S/GAS PET 500ML CAIXA C/12;;;;
10535;AGUA MIN NATUR BONAFONT S/GAS PET 1,5L;;;;
10536;AGUA MIN NATUR BONAFONT S/GAS PET 1,5L CAIXA C/6;;;;
10537;BOHEMIA GFA VD 990ML;;;;
10539;BUDWEISER LATA 350ML SH C/12 NPAL;;;;
10540;BOHEMIA ONE WAY 990ML CXPAPC/12;;;;
10542;AGUA MIN AGUATIVA C/GAS PET 510ML;;;;
10543;AGUA MIN AGUATIVA C/GAS PET 510ML CAIXA C/12;;;;
10544;AGUA MIN AGUATIVA S/GAS PET 510ML;;;;
10545;AGUA MIN AGUATIVA S/GAS PET 510ML CAIXA C/12;;;;
10546;ZULIA GIFT PACK 300 CX C/6 TACA;;;;
10548;BRAHMA CHOPP LATA 350ML SH C/12 NPAL OKTOBERFEST SC;;;;
10550;BRAHMA CHOPP LATA 350ML SH C/12 NPAL OKTOBERFEST RS;;;;
10552;BRAHMA CHOPP LATA 350ML SH C/12 NPAL CARREFOUR 35 ANOS;;;;
10556;GATORADE APPLE ICE GFA VD 350ML CX C/12;;;;
10557;GATORADE MANDARINA GFA VD 350ML CX C/12;;;;
10558;GATORADE TROPICAL GFA VD 350ML CX C/12;;;;
10559;GATORADE MANDARINA PE GFA VD 350ML;;;;
10560;GATORADE APPLE ICE PE GFA VD 350ML;;;;
10561;GATORADE TROPICAL PE GFA VD 350ML;;;;
10563;PEPSI COLA LATA 350ML SH C/12 NPAL TIME CEARA;;;;
10565;PEPSI COLA LATA 350ML SH C/12 NPAL TIME FORTALEZA;;;;
10567;CONCORDIA FRESA PET 3000 ML C/04 SHRINK LISO 5 NIV;;;;
10569;CONCORDIA NARANJA PET 3000 ML C/04 SHRINK LISO 5 NIV;;;;
10571;CONCORDIA PINA PET 3000 ML C/04 SHRINK LISO 5 NIV;;;;
10573;PEPSI COLA PET 3000 ML C/04 SHRINK LISO 5 NIV;;;;
10575;SEVEN UP PET 3000 ML C/04 SHRINK LISO 5 NIV;;;;
10577;CEVADA MP 6021 SACO 40KG 2010 NACIONAL S/TRAT;;;;
10578;CEVADA MP 6021 SACO 40KG 2010 NAC FUNG C/INSET;;;;
10579;CEVADA MP 6021 SACO 40KG 2010 NACIONAL FUNG;;;;
10580;TRIPLE KOLA PET 3000 ML C/04 SHRINK LISO 5 NIV;;;;
10581;CEVADA ABPR 315 SACO 40KG 2010 NACIONAL S/TRAT;;;;
10582;CEVADA ABPR 315 SACO 40KG 2010 NAC FUNG C/INSET;;;;
10583;CEVADA ABPR 315 SACO 40KG 2010 NACIONAL FUNG;;;;
10584;CEVADA ABPR 222 SACO 40KG 2010 NACIONAL S/TRAT;;;;
10585;CEVADA ABPR 222 SACO 40KG 2010 NAC FUNG C/INSET;;;;
10586;CEVADA ABPR 222 SACO 40KG 2010 NACIONAL FUNG;;;;
10587;CEVADA ELIS SACO 40KG 2010 NACIONAL S/TRAT;;;;
10588;CEVADA ELIS SACO 40KG 2010 NAC FUNG C/INSET;;;;
10589;CEVADA ELIS SACO 40KG 2010 NACIONAL FUNG;;;;
10590;CEVADA CAUE SACO 40KG 2010 NACIONAL S/TRAT;;;;
10591;CEVADA CAUE SACO 40KG 2010 NAC FUNG C/INSET;;;;
10592;CEVADA CAUE SACO 40KG 2010 NACIONAL FUNG;;;;
10593;CEVADA MN610 SACO 40KG 2010 NACIONAL S/TRAT;;;;
10594;CEVADA MN610 SACO 40KG 2010 NAC FUNG C/INSET;;;;
10595;CEVADA MN610 SACO 40KG 2010 NACIONAL FUNG;;;;
10596;CEVADA BRS BRAU SACO 40KG 2010 NACIONAL S/TRAT;;;;
10597;CEVADA BRS BRAU SACO 40KG 2010 NAC FUNG C/INSET;;;;
10598;CEVADA BRS BRAU SACO 40KG 2010 NACIONAL FUNG;;;;
10599;CEVADA MN743 SACO 40KG 2010 NACIONAL S/TRAT;;;;
10600;CEVADA MN743 SACO 40KG 2010 NAC FUNG C/INSET;;;;
10601;CEVADA MN743 SACO 40KG 2010 NACIONAL FUNG;;;;
10603;BRAHMA CHOPP LATA 350ML SH C/12 NPAL FLAMENGO;;;;
10605;BRAHMA CHOPP LATA 350ML SH C/12 NPAL FLUMINENSE;;;;
10607;BRAHMA CHOPP LATA 350ML SH C/12 NPAL VASCO;;;;
10609;BRAHMA CHOPP LATA 350ML SH C/12 NPAL BOTAFOGO;;;;
10611;BRAHMA CHOPP LATA 350ML SH C/12 NPAL PONTE PRETA;;;;
10613;BRAHMA CHOPP LATA 350ML SH C/12 NPAL GUARANI;;;;
10615;BRAHVA LIGHT LATA 355ML CAIXA C/24;;;;
10618;BRAHVA LIGHT 355ML CAIXA C/24;;;;
10619;AGUA MIN NAT PUREZA VITAL C/GAS PET 1,5L;;;;
10625;AGUA MIN NAT PUREZA VITAL C/GAS PET 1,5L CAIXA C/6;;;;
10627;AGUA M S LOURENCO C/GAS PET 300 ML CAIXA C/ 12;;;;
10629;AGUA M S LOURENCO S/GAS PET 300 ML CAIXA C/ 12;;;;
10631;AGUA MIN PUREZA VITAL C/GAS PET 510ML CAIXA C/12;;;;
10633;AGUA MIN PUREZA VITAL S/GAS PET 510ML CAIXA C/12;;;;
10635;AGUA MIN PUREZA VITAL S/GAS PET 1,5 SHRINK C/6;;;;
10637;BUDWEISER LATA 350ML SIX-PACK;;;;
10642;STELLA ARTOIS ONE WAY 750ML CX06 CHRISTMAS;;;;
10644;CITRUS ANTARCTICA LATA 350ML SH C/12 NPAL;;;;
10646;CITRUS ANTARCTICA PET 1,5L CAIXA C/6;;;;
10647;ROLHA MET SKOL 360 AG/NM CX10,7MIL;;;;
10649;PEPSI COLA GARRAFA VIDRO 500ML CAIXA C/24 CON PRECIO;;;;
10650;AGUA MIN PUREZA VITAL C/GAS PET 1,5 SHRINK C/12;;;;
10652;AGUA M S LOURENCO C/GAS PET 1,25L CAIXA C/6;;;;
10654;AGUA M S LOURENCO S/GAS PET 1,25L CAIXA C/6;;;;
10656;GUARANA CHP ANTARCTICA ONE WAY 1L CXPAP12;;;;
10657;CEBADA MP 1109 SACO 40KG 2010 NACIONAL;;;;
10658;CEBADA MP 1109 GRANEL 2010 NACIONAL;;;;
10659;CEBADA MP 1010 SACO 40KG 2010 NACIONAL;;;;
10660;CEBADA MP 1010 GRANEL 2010 NACIONAL;;;;
10661;CEBADA MP 1012 SACO 40KG 2010 NACIONAL;;;;
10662;CEBADA MP 1012 GRANEL 2010 NACIONAL;;;;
10663;CEBADA MP 2122 SACO 40KG 2010 NACIONAL;;;;
10664;CEBADA MP 2122 GRANEL 2010 NACIONAL;;;;
10665;CEBADA MP 6037 SACO 40KG 2010 NACIONAL;;;;
10666;CEBADA MP 6037 GRANEL 2010 NACIONAL;;;;
10667;CEBADA SCARLET SACO 40KG 2010 NACIONAL;;;;
10668;CEBADA SCARLET GRANEL 2010 NACIONAL;;;;
10669;CEBADA AYELEN SACO 40KG 2010 NACIONAL;;;;
10670;CEBADA AYELEN GRANEL 2010 NACIONAL;;;;
10672;ZENDA GARRAFA VIDRO 630ML CX12 SEM ENVASE;;;;
10673;AGUA MIN PUREZA VITAL C/GAS PET 1,5 SHRINK C/6;;;;
10674;CEVADA MN743 SACO 40KG 2010 NAC FUNG;;;;
10675;CEVADA MN743 SACO 40KG 2010 NAC FG C/INSET;;;;
10677;BRAHVA LIGHT GARRAFA VIDRO 1L CAIXA C/12;;;;
10679;SOBE FUJI APPLE PEAR PET 591ML CX12;;;;
10681;SOBE YUMBERRY POMEGRANATE PET 591ML CX12;;;;
10683;GATORADE MIX PET 591ML SIX PACK;;;;
10685;GATORADE MIX 473ML SIX PACK;;;;
10687;GATORADE POLVO FRUIT PUNCH PET 544G CX C/12;;;;
10689;GATORADE POLVO LEMON LIME PET 544G CX C/12;;;;
10691;GATORADE POLVO ORANGE PET 544G CX C/12;;;;
10693;LIPTON GREEN TEA GFA VD 400ML CX C/12;;;;
10696;LIPTON PEACH GFA VD 400ML CX C/12;;;;
10698;LIPTON MANGO GFA VD 400ML CX C/12;;;;
10699;LIPTON LEMON GFA VD 400ML CX C/12;;;;
10701;LIPTON MIX GFA VD 400ML CX C/6;;;;
10702;LIPTON GREEN TEA GFA VD 400ML CX C/6;;;;
10703;SUKITA UVA PET 1L CAIXA C/6;;;;
10705;AGUA MINERAL AQUAVIT S/GAS COPO 200ML CAIXA C/48;;;;
10707;ZENDA GARRAFA VIDRO 630ML CX12 S/ ENVASE 7 NIV;;;;
10709;BRAHMA GARRAFA VIDRO 630ML CX12 S/ ENVASE 7 NIV;;;;
10710;LIPTON GREEN TEA PE GFA VD 400ML;;;;
10711;LIPTON LEMON PE GFA VD 400ML;;;;
10712;LIPTON MANGO PE GFA VD 400ML;;;;
10713;LIPTON PEACH PE GFA VD 400ML MERCADORAMA;;;;
10714;LIPTON PEACH PE GFA VD 400ML;;;;
10715;BAGACO DE MALTE SECO GRANEL;;;;
10718;BRAHMA CHOPP LATA 562ML CAIXA C/12;;;;
10720;GATORADE TANGERINA PET 1L SH C/06;;;;
10722;GATORADE UVA PET 1L SH C/06;;;;
10723;LIPTON PESSEGO PET 500ML SIXPACK;;;;
10724;LIPTON LIMAO PET 500ML SIXPACK;;;;
10726;GATORADE TANGERINA PET 350 ML CAIXA C/ 6;;;;
10728;GATORADE UVA PET 350 ML CAIXA C/ 6;;;;
10729;LIPTON PESSEGO LIGHT PET 1,5 SHRINK C/06 NPAL;;;;
10730;LIPTON LIMAO LIGHT PET 1,5 SHRINK C/06 NPAL;;;;
10731;LIPTON PESSEGO PET 1,5 SHRINK C/06 NPAL;;;;
10732;LIPTON LIMAO PET 1,5 SHRINK C/06 NPAL;;;;
10734;LIPTON MATE PET 500ML SIXPACK;;;;
10736;LIPTON MATE PET 1,5L CAIXA C/6;;;;
10738;LIPTON MATE LATA 340ML SH CX12 NPAL;;;;
10739;SUKITA ZERO LARANJA PET 2L CAIXA C/8;;;;
10741;STELLA ARTOIS ONE WAY 975ML CAIXA C/6;;;;
10743;BRAHMA FRESH LATA 350ML SH C/12 NPAL BAHIA;;;;
10745;BRAHMA FRESH LATA 350ML SH C/12 NPAL VITORIA;;;;
10746;GUARANA CHP ANTARCTICA ONE WAY 1L GRFE CX C/12;;;;
10747;AGUA MIN CRIST S/GAS COPO 200ML;;;;
10748;AGUA MIN CRIST S/GAS COPO 200ML CAIXA C/48;;;;
10749;AGUA MIN LEV S/ GAS COPO 300 ML;;;;
10757;BRAHMA CHOPP LT 473ML SH C/12 NPAL DECORADO;;;;
10758;BRAHMA CHOPP LATA 473ML SIX-PACK DECORADO;;;;
10760;BRAHMA CHOPP LATA 473ML SIX-PACK TRANSPARENTE;;;;
10761;AGUA MIN LEV S/ GAS COPO 300ML CAIXA C/48;;;;
10762;AGUA MIN LEV S/ GAS PET 500ML;;;;
10763;AGUA MIN LEV S/ GAS PET 500ML CAIXA C/12;;;;
10764;AGUA MIN LEV S/ GAS PET 1500ML;;;;
10765;AGUA MIN LEV S/ GAS PET 1500 CX06;;;;
10767;SKOL LT 269ML SH C15 NPAL 22C;;;;
10769;BRAHMA CHOPP LT 269ML SH C15 NPAL 22C;;;;
10771;BRAHVA CHOPP 355ML CAIXA C/24 PROMOCION ESV;;;;
10773;BRAHVA CHOPP GARRAFA VIDRO 1L CAIXA C/12 PROMOCION ESV;;;;
10775;BRAHVA BEATS 330ML CAIXA C/24 PROMOCION ESV;;;;
10777;MALTA REGIONAL LATA 250ML CAIXA C/24;;;;
10779;MALTA REGIONAL ONE WAY 207ML CAIXA C/24;;;;
10781;MALTA REGIONAL KOLITA ONE WAY 207ML CAIXA C/24;;;;
10783;MALTA REGIONAL KOLITA LATA 250ML CAIXA C/24;;;;
10794;MALTA REGIONAL ONE WAY 250ML BANDEJA C/24;;;;
10805;MALTA REGIONAL KOLITA ONE WAY 250ML BANDEJA C/24;;;;
10813;AGUA MIN PEDRA AZUL S/GAS PET 310ML;;;;
10814;AGUA MIN PEDRA AZUL S/GAS PET 310ML CX24;;;;
10815;AGUA MIN PEDRA AZUL C/GAS PET 310ML;;;;
10816;AGUA MIN PEDRA AZUL C/GAS PET 310ML CX24;;;;
10817;AGUA MIN PEDRA AZUL S/GAS GARRAFAO PET 5 LITROS;;;;
10818;AGUA MIN PEDRA AZUL S/GAS GARRAFAO PET 5 LITROS CX C/02;;;;
10820;AGUA MIN ACQUISSIMA C/GAS PET 310ML;;;;
10821;AGUA MIN ACQUISSIMA C/GAS PET 310ML CX12;;;;
10822;AGUA MIN ACQUISSIMA S/GAS PET 310ML;;;;
10823;AGUA MIN ACQUISSIMA S/GAS PET 310ML CX12;;;;
10824;AGUA MIN ACQUISSIMA C/GAS PET 510ML;;;;
10825;AGUA MIN ACQUISSIMA C/GAS PET 510ML CAIXA C/12;;;;
10826;AGUA MIN ACQUISSIMA S/GAS PET 510ML;;;;
10827;AGUA MIN ACQUISSIMA S/GAS PET 510ML CAIXA C/12;;;;
10828;AGUA MIN ACQUISSIMA C/GAS PET 1,5L;;;;
10829;AGUA MIN ACQUISSIMA C/GAS PET 1,5L CAIXA C/6;;;;
10830;AGUA MIN ACQUISSIMA S/GAS PET 1,5L;;;;
10831;AGUA MIN ACQUISSIMA S/GAS PET 1,5L CAIXA C/6;;;;
10868;CORONITA EXTRA GFA VD 210ML CX C/24 PERU;;;;
10869;CORONITA EXTRA GFA VD 210ML SIX PACK PERU;;;;
10894;CORONA EXTRA GFA VD 355ML CX C/24 PERU;;;;
10900;CORONA EXTRA GFA VD 710ML CX C/12 PERU;;;;
10936;CORONA EXTRA GFA VD 355ML SIX PACK PERU;;;;
10937;CORONA EXTRA GFA VD 710ML SIX PACK PERU;;;;
10946;ROT BACK AP 300ML CX108MIL;;;;
10947;ROT BACK BC 300ML CX108MIL NIV;;;;
10949;AGUA MINERAL PETROPOLIS S/GAS PET 1,5 SHRINK C/6;;;;
10951;ROT BACK BOH 600ML CX180MIL NIV;;;;
10952;ROT BACK BOH 355ML CX180MIL NIV;;;;
10953;ROT BACK BOH 630ML CX180MIL NIV;;;;
10954;ROT BACK BOH ESC 550ML CX180MIL NIV;;;;
10955;ROT BACK BOH ESC 355ML CX180MIL NIV;;;;
10956;ROT BACK BOH CONF 550ML CX180MIL NIV;;;;
10957;ROT BACK BOH CONF 315ML CX180MIL NIV;;;;
10958;ROT BACK BE 355ML CX180MIL;;;;
10959;ROT BACK BOH WEISS 550ML CX180MIL NIV;;;;
10960;ROT BACK BOH WEISS 355ML CX180MIL NIV;;;;
10961;ROT BACK BOH OAKEN 550ML CX180MIL;;;;
10962;ROT BACK LIB 355 ML CX90MIL METAL;;;;
10963;ROT BACK CAR 300ML CX216MIL NIV;;;;
10964;ROT BACK SKOL 300ML CX180MIL NIV;;;;
10965;ROT FRONT AP 1L CX33,75MIL;;;;
10966;ROT FRONT ANT SUB ZERO 600ML CX50,4MIL NIV;;;;
10967;ROT FRONT ANT MALZ 600ML CX54MIL;;;;
10968;ROT FRONT ANT MALZ 355ML CX90MIL;;;;
10969;ROT FRONT AP 600ML CX54MIL;;;;
10970;ROT FRONT AP 355ML CX90MIL METAL;;;;
10971;ROT FRONT AP 600ML CX48,6MIL METAL;;;;
10972;ROT FRONT AP 300 ML CX90MIL;;;;
10973;ROT FRONT AP CRISTAL 355ML CX90MIL METAL;;;;
10974;ROT FRONT BC 300ML CX97,2MIL NIV;;;;
10975;ROT FRONT BC 1L CX33,75MIL NIV;;;;
10976;ROT FRONT BC 355ML CX97,2MIL NIV;;;;
10977;ROT FRONT BOH 600ML CX45MIL NIV;;;;
10978;ROT FRONT BOH 355ML CX75MIL NIV;;;;
10979;ROT FRONT BOH 630ML CX45MIL NIV;;;;
10980;ROT FRONT BOH CONF 550ML CX75MIL NIV;;;;
10981;ROT FRONT BOH CONF 315ML CX75MIL NIV;;;;
10982;ROT FRONT BC 600ML CX54MIL COUCHE NIV;;;;
10983;ROT FRONT BC 600ML CX48,6MIL METAL NIV;;;;
10984;ROT FRONT BE 600ML CX45MIL;;;;
10985;ROT FRONT BE 355ML CX90MIL;;;;
10986;ROT FRONT BOH WEISS 550ML CX75MIL NIV;;;;
10987;ROT FRONT BOH WEISS 355ML CX75MIL NIV;;;;
10988;ROT FRONT BOH ESC 550ML CX75MIL NIV;;;;
10989;ROT FRONT BOH ESC 355ML CX75MIL NIV;;;;
10990;ROT FRONT BOH OAKEN 550ML CX75MIL;;;;
10991;ROT FRONT BARE GUA 600ML CX54MIL;;;;
10992;ROT FRONT BF 600ML CX54MIL;;;;
10993;ROT FRONT BR MALZ 355ML CX90MIL;;;;
10994;ROT FRONT CAR 300ML CX108MIL NIV;;;;
10995;ROT FRONT BF 355ML CX97,2MIL;;;;
10996;ROT FRONT BF 1L CX33,75MIL;;;;
10997;ROT FRONT CAR 355ML CX108MIL;;;;
10998;ROT FRONT BR MALZ 600ML CX54MIL;;;;
10999;ROT FRONT ORIG 600ML CX54MIL;;;;
11000;ROT FRONT LIB 355ML CX90MIL METAL;;;;
11001;ROT FRONT ORIG 300ML CX108MIL;;;;
11002;ROT FRONT POLAR 1L CX33,75MIL;;;;
11003;ROT FRONT POLAR 600ML CX50,4MIL NIV;;;;
11004;ROT FRONT POLAR 355ML CX108MIL;;;;
11005;ROT FRONT KRON 355ML CX108MIL;;;;
11006;ROT FRONT SKOL 500ML CX50,4MIL;;;;
11007;ROT FRONT SKOL 355ML CX97,2MIL;;;;
11008;ROT FRONT SKOL 1L CX33,75MIL;;;;
11009;ROT FRONT SKOL 600ML CX50,4MIL METAL;;;;
11010;ROT FRONT SKOL 300ML CX90MIL NIV;;;;
11011;ROT FRONT SERRAMALTE 600ML CX48,6MIL NIV;;;;
11012;ROT NECK ANT MALZ 355ML CX180MIL;;;;
11013;ROT NECK ANT MALZ 600ML CX216MIL;;;;
11014;ROT FRONT SKOL 630ML CX50,4MIL METAL;;;;
11015;ROT NECK AP 600ML CX216MIL;;;;
11016;ROT NECK AP CRISTAL 355ML CX180MIL METAL;;;;
11017;ROT NECK AP 355ML CX180MIL METAL;;;;
